-1.298226,1.744217
-1.155458,0.499710
0.791737,-0.540727
-0.446453,-1.044913
-0.492956,1.246880
0.760839,1.351449
-1.547361,1.991184
0.206143,1.824616
-0.503006,0.436730
1.668517,0.081588
1.990481,1.419713
-1.719505,0.507981
0.687215,0.462579
1.873911,0.493386
1.016897,-1.942630
1.551193,1.718671
1.801587,-1.604264
0.218381,0.593324
-0.144992,1.771929
1.548411,1.362053
1.018808,0.309250
0.713502,1.471447
0.300434,-1.080355
1.296063,1.797428
1.356375,0.964580
-0.120984,1.346856
0.384292,0.159511
-0.145163,-0.928492
-1.377910,-0.271252
1.564893,1.638987
-0.213882,1.116086
1.357658,-0.412294
1.511822,-0.423960
-1.818970,-0.633170
-0.652032,1.729441
-1.271117,-1.633223
0.038690,1.442385
1.838224,-1.660876
-1.637970,1.134286
-1.863447,1.718406
0.098866,0.015568
1.065262,-1.516842
-1.824921,-1.079901
-0.445334,-1.202831
0.648847,-0.880441
-1.563844,-1.565034
-1.764355,1.793814
0.022671,1.747467
-0.630146,0.203701
-0.885703,0.717822
-0.066858,-0.156820
1.084599,1.971832
-0.714435,0.922822
-1.689044,-0.352404
0.057109,-1.552491
-0.633999,-1.844026
0.463077,-1.568736
-1.360867,0.638156
-0.648637,0.193798
1.435325,-1.999790
1.313357,1.871480
-1.564824,1.549002
1.665294,0.457847
1.296469,-0.964852
-1.338452,-1.589234
1.752970,0.594690
0.253946,0.837569
0.566522,1.539511
-0.239609,0.877479
-0.812893,1.817499
1.324988,0.553109
1.973474,-0.211935
0.984372,-1.387394
-1.573779,-1.664265
0.806405,1.861546
-1.664055,0.119762
1.733027,-1.228878
-0.331236,1.398321
1.228969,-1.034767
-1.566531,1.890518
-0.624001,-1.813561
0.485208,1.629945
1.024007,-0.948270
1.169456,-1.215602
1.929209,-1.643436
-1.398102,1.254196
0.909672,-1.424629
-0.957739,-0.105956
-0.812022,-0.531517
0.229779,1.994382
-0.669971,0.565725
0.114144,-0.936944
1.336846,1.782909
-1.538623,0.565815
-1.251858,-1.105154
0.456333,0.124141
-0.918715,-1.058459
-0.245914,-1.894707
-0.006730,-1.076458
-1.110309,-0.077521
-0.719894,-0.508412
-0.823325,-1.810222
0.066960,0.218936
0.083822,1.254938
1.687419,-1.686399
1.249320,-0.982552
0.879326,-0.636536
0.080504,0.216172
-0.853627,0.541881
-1.218012,-0.105486
1.436727,1.238320
-1.981345,-1.481988
-1.820139,-0.227259
-1.376696,0.173131
0.696283,-0.487005
-1.904390,1.976389
1.004584,-0.727715
-1.833834,-0.928456
1.491222,0.249988
-1.673519,1.178641
0.563589,1.575801
-1.803911,-0.557085
-1.060734,0.276592
1.659087,0.085639
-1.181527,-1.558925
1.980153,-1.744800
1.679395,1.998808
-1.226788,1.859256
-0.228451,-0.603483
0.032387,-1.532168
0.909512,0.127998
-1.555779,-0.085904
1.400283,-1.389613
0.985639,0.891505
0.860375,1.312121
0.070145,-0.576036
0.887922,0.266234
0.866879,1.827187
-1.457174,0.525967
-0.087174,-0.638700
0.967041,-0.107021
-0.383500,0.646436
-0.108213,0.389712
0.505692,1.663336
1.786228,-1.461920
-1.868832,0.695740
0.666078,-1.424611
-1.390164,0.066361
-0.814224,1.595475
-1.042135,-1.953849
0.907596,1.028010
-0.529885,-0.204482
-0.705756,-1.663005
-0.377295,-0.162930
0.862961,1.535531
1.198370,-0.169998
-0.571490,-1.185130
-1.523561,1.320298
1.204581,0.982131
0.983634,0.990810
1.520211,1.114802
-0.313450,0.186288
1.690190,0.296386
-1.747351,-1.124034
-0.108139,-0.789486
-1.077883,-1.200543
-1.761476,0.392232
0.594975,-0.467232
0.729227,-1.782320
1.369839,-0.407812
1.753211,0.568209
1.422190,-0.818278
1.383078,1.898629
-1.497981,0.587660
0.880760,1.485653
-0.421531,0.400970
0.600455,1.265019
-1.412742,0.290645
-0.438595,-1.160093
1.166611,1.453266
0.050421,-1.911272
-1.747276,0.288945
0.480960,0.847699
1.821713,-0.789813
1.065379,1.191552
0.802375,0.818590
-0.240239,0.224565
-1.999688,-0.857160
0.123193,-1.497669
1.730499,-0.996047
1.987984,-0.691031
1.404923,0.588439
-1.426012,1.992181
-1.120916,0.135394
-1.167912,-1.954305
-0.411340,0.882509
-1.865577,-0.158616
-0.828546,0.615383
-1.310918,-1.006833
1.825569,1.754461
-1.815280,0.627944
0.573051,-0.055519
-1.147491,0.573363
1.087320,0.975702
1.075694,0.817820
1.979655,1.063678
-1.873211,1.384578
-0.347884,-1.299223
1.376759,0.531200
0.836171,-1.791152
0.576895,-1.575169
1.091357,0.711318
0.266214,-1.737190
-0.673300,0.955297
-0.744022,-0.847730
0.709757,-0.559303
1.780214,-0.717192
1.385178,-1.367278
1.856171,0.472499
1.608425,0.931865
-0.709681,1.588080
-0.004457,-0.582892
0.972658,1.647659
0.117885,0.349417
0.178859,-1.045944
0.558265,-1.244246
-0.621113,-0.350379
