0.123321,-0.144590
0.064153,-0.189176
-0.011693,0.242428
-0.173197,0.031266
-0.135827,0.069341
-0.144758,0.035352
0.228110,-0.109553
0.122898,0.112616
0.141086,0.183040
0.114895,0.210143
-0.029412,-0.169050
0.191713,0.155402
-0.119486,0.095866
-0.136074,-0.086088
-0.091099,0.059773
-0.061199,0.012947
-0.126046,-0.091707
0.217599,0.111719
-0.048569,-0.102182
-0.189157,-0.136280
0.057249,0.078139
0.111885,0.255163
0.039813,0.073786
-0.118592,0.220749
0.230355,-0.091817
-0.131344,-0.166895
0.106880,0.219491
0.180982,0.095149
0.003223,0.196636
-0.193900,0.079096
-0.172941,0.033819
0.082299,-0.041966
-0.253098,0.119019
0.116101,0.008316
0.002779,0.099198
0.043565,-0.187573
-0.035825,0.230597
-0.050743,0.008687
-0.031942,0.221042
0.021800,0.276613
-0.084257,-0.109651
0.163123,0.163753
0.117688,0.045003
-0.210540,0.165717
-0.100072,-0.250902
0.068581,0.101962
-0.020945,-0.264067
-0.085576,-0.115974
-0.183453,-0.169359
0.056189,0.165603
0.099369,-0.048465
-0.002150,0.037576
0.169584,-0.049486
0.041003,-0.149763
0.102266,0.100152
-0.186120,-0.073517
0.201276,0.049731
-0.095479,0.138628
0.216837,0.185149
0.127845,-0.084072
-0.175415,-0.085375
0.022151,0.072081
-0.045549,-0.160560
-0.085859,-0.077491
-0.170482,-0.012423
0.048402,-0.119691
0.069534,-0.218419
0.181969,0.084861
0.110840,-0.235717
0.156806,0.018292
-0.012562,0.070327
-0.171238,-0.092874
-0.022217,0.260661
0.051178,-0.064211
-0.140785,-0.237876
-0.035863,0.259847
0.068508,0.128996
-0.208271,0.062685
-0.047949,0.093024
0.079933,-0.262500
0.119864,0.016540
-0.205813,-0.111264
0.075667,-0.119683
-0.174522,0.034535
0.264854,-0.134436
0.190465,0.099288
0.163223,0.071540
-0.147176,-0.096632
-0.214810,-0.119255
-0.255298,-0.031715
0.146189,-0.027081
-0.136172,-0.014908
-0.011302,0.112940
0.050777,-0.006886
0.067701,0.179362
-0.238307,0.114075
-0.203554,0.182208
0.261943,0.088836
0.066077,0.211187
-0.205226,-0.031574
-0.882948,0.802501
-0.965655,0.911186
-1.077776,1.037673
-0.566554,0.621007
-1.036525,0.512837
-0.834894,0.789792
-1.078418,0.527656
-0.955001,0.778638
-0.852106,0.936247
-0.827797,0.570408
-1.021521,0.704880
-0.858275,0.527259
-1.079981,0.786705
-0.757129,0.983240
-0.573817,0.999155
-0.759471,0.643235
-0.898344,0.974874
-0.545579,0.723880
-0.687454,0.987868
-0.755114,0.976021
-0.599296,0.509992
-0.934187,1.022286
-1.062352,0.810812
-0.899075,0.785542
-0.952941,0.973127
-0.744050,0.725538
-1.021993,1.097675
-0.847202,0.598027
-0.815620,1.095669
-0.518733,0.710563
-0.605176,0.821795
-0.746202,0.596479
-0.903331,0.808219
-0.779641,0.509215
-0.903914,0.565245
-0.614764,0.596790
-1.024763,0.551049
-1.080923,0.612886
-0.738138,0.720002
-0.701572,1.008921
-1.006871,0.654379
-0.965541,0.671136
-0.947947,0.887257
-0.830837,0.936433
-0.717075,0.750429
-1.053005,0.777749
-0.527775,0.900793
-0.725772,0.668894
-0.990988,0.594587
-0.921891,0.805098
-0.940168,0.563344
-0.698111,0.735069
-0.985607,0.920966
-0.752045,0.976255
-1.059033,0.646383
-0.714824,0.634096
-0.799238,1.019634
-0.794768,0.952815
-0.793109,1.074395
-0.810752,0.589816
-0.875175,0.836244
-0.732435,0.697049
-0.962963,0.641793
-0.734057,0.746049
-0.863620,1.044051
-0.548853,0.896212
-1.092604,0.853036
-1.068718,0.621789
-0.925999,0.879237
-0.501956,0.714969
-0.574380,0.883220
-0.750935,0.726382
-0.797146,0.554297
-1.020803,0.509745
-1.071308,0.868445
-1.000439,0.753517
-0.995311,0.967127
-0.649434,0.741726
-1.091080,0.716509
